concept_path;concept_cd;name_char;concept_blob;update_date;download_date;import_date;sourcesystem_cd;upload_id
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94307-6\LOINC_94307-6 POSITIVE\;LOINC:94307-6 POSITIVE;LOINC:94307-6 POSITIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94308-4\;LOINC:94308-4;SARS-CoV-2 N gene (qualitative, CDC primer-probe set N2) (LOINC:94308-4);NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94308-4\LOINC_94308-4 EQUIVOCAL\;LOINC:94308-4 EQUIVOCAL;LOINC:94308-4 EQUIVOCAL;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94308-4\LOINC_94308-4 NEGATIVE\;LOINC:94308-4 NEGATIVE;LOINC:94308-4 NEGATIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94308-4\LOINC_94308-4 PENDING\;LOINC:94308-4 PENDING;LOINC:94308-4 PENDING;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94308-4\LOINC_94308-4 POSITIVE\;LOINC:94308-4 POSITIVE;LOINC:94308-4 POSITIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94309-2\;LOINC:94309-2;SARS-CoV-2 N gene (LOINC:94309-2);NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94309-2\LOINC_94309-2 EQUIVOCAL\;LOINC:94309-2 EQUIVOCAL;LOINC:94309-2 EQUIVOCAL;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94309-2\LOINC_94309-2 NEGATIVE\;LOINC:94309-2 NEGATIVE;LOINC:94309-2 NEGATIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94309-2\LOINC_94309-2 PENDING\;LOINC:94309-2 PENDING;LOINC:94309-2 PENDING;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94309-2\LOINC_94309-2 POSITIVE\;LOINC:94309-2 POSITIVE;LOINC:94309-2 POSITIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94310-0\;LOINC:94310-0;SARS-like CoV N gene (qualitative) (LOINC:94310-0);NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94310-0\LOINC_94310-0 EQUIVOCAL\;LOINC:94310-0 EQUIVOCAL;LOINC:94310-0 EQUIVOCAL;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94310-0\LOINC_94310-0 NEGATIVE\;LOINC:94310-0 NEGATIVE;LOINC:94310-0 NEGATIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94310-0\LOINC_94310-0 PENDING\;LOINC:94310-0 PENDING;LOINC:94310-0 PENDING;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94310-0\LOINC_94310-0 POSITIVE\;LOINC:94310-0 POSITIVE;LOINC:94310-0 POSITIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94311-8\;LOINC:94311-8;SARS-CoV-2 N gene (quantitative, CDC primer-probe set N1) (LOINC:94311-8);NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94311-8\LOINC_94311-8 EQUIVOCAL\;LOINC:94311-8 EQUIVOCAL;LOINC:94311-8 EQUIVOCAL;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94311-8\LOINC_94311-8 NEGATIVE\;LOINC:94311-8 NEGATIVE;LOINC:94311-8 NEGATIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94311-8\LOINC_94311-8 PENDING\;LOINC:94311-8 PENDING;LOINC:94311-8 PENDING;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94311-8\LOINC_94311-8 POSITIVE\;LOINC:94311-8 POSITIVE;LOINC:94311-8 POSITIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94312-6\;LOINC:94312-6;SARS-CoV-2 N gene (quantitative, CDC primer-probe set N2) (LOINC:94312-6);NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94312-6\LOINC_94312-6 EQUIVOCAL\;LOINC:94312-6 EQUIVOCAL;LOINC:94312-6 EQUIVOCAL;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94312-6\LOINC_94312-6 NEGATIVE\;LOINC:94312-6 NEGATIVE;LOINC:94312-6 NEGATIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94312-6\LOINC_94312-6 PENDING\;LOINC:94312-6 PENDING;LOINC:94312-6 PENDING;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94312-6\LOINC_94312-6 POSITIVE\;LOINC:94312-6 POSITIVE;LOINC:94312-6 POSITIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94313-4\;LOINC:94313-4;SARS-like CoV N gene (quantitative) (LOINC:94313-4);NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94313-4\LOINC_94313-4 EQUIVOCAL\;LOINC:94313-4 EQUIVOCAL;LOINC:94313-4 EQUIVOCAL;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94313-4\LOINC_94313-4 NEGATIVE\;LOINC:94313-4 NEGATIVE;LOINC:94313-4 NEGATIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94313-4\LOINC_94313-4 PENDING\;LOINC:94313-4 PENDING;LOINC:94313-4 PENDING;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94313-4\LOINC_94313-4 POSITIVE\;LOINC:94313-4 POSITIVE;LOINC:94313-4 POSITIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94314-2\;LOINC:94314-2;SARS-CoV-2 RdRp gene (qualitative) (LOINC:94314-2);NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94314-2\LOINC_94314-2 EQUIVOCAL\;LOINC:94314-2 EQUIVOCAL;LOINC:94314-2 EQUIVOCAL;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94314-2\LOINC_94314-2 NEGATIVE\;LOINC:94314-2 NEGATIVE;LOINC:94314-2 NEGATIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94314-2\LOINC_94314-2 PENDING\;LOINC:94314-2 PENDING;LOINC:94314-2 PENDING;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94314-2\LOINC_94314-2 POSITIVE\;LOINC:94314-2 POSITIVE;LOINC:94314-2 POSITIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94315-9\;LOINC:94315-9;SARS-CoV-2 E gene (qualitative) (LOINC:94315-9);NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94315-9\LOINC_94315-9 EQUIVOCAL\;LOINC:94315-9 EQUIVOCAL;LOINC:94315-9 EQUIVOCAL;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94315-9\LOINC_94315-9 NEGATIVE\;LOINC:94315-9 NEGATIVE;LOINC:94315-9 NEGATIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94315-9\LOINC_94315-9 PENDING\;LOINC:94315-9 PENDING;LOINC:94315-9 PENDING;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94315-9\LOINC_94315-9 POSITIVE\;LOINC:94315-9 POSITIVE;LOINC:94315-9 POSITIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94316-7\;LOINC:94316-7;SARS-CoV-2 N gene (qualitative) (LOINC:94316-7);NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94316-7\LOINC_94316-7 EQUIVOCAL\;LOINC:94316-7 EQUIVOCAL;LOINC:94316-7 EQUIVOCAL;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\SNOMED_430304001\LOINC_94316-7\LOINC_94316-7 NEGATIVE\;LOINC:94316-7 NEGATIVE;LOINC:94316-7 NEGATIVE;NULL;2020-03-26;2020-03-26;2020-03-26;ACT;2020025
